FEN,Evaluation
r1b2r1k/pp4bp/1qn1pnp1/8/2Q2B2/P2B1N2/1P3PPP/RN2R1K1 w - - 4 17,137
r1b2r1k/pp4bp/1qn1pnp1/8/2Q2B2/P1NB1N2/1P3PPP/R3R1K1 b - - 5 17,80
r1b2r1k/pp4bp/1qn1p1p1/8/2Q2Bn1/P1NB1N2/1P3PPP/R3R1K1 w - - 6 18,208
r1b2r1k/pp4bp/1qn1p1p1/8/N1Q2Bn1/P2B1N2/1P3PPP/R3R1K1 b - - 7 18,-539
r1b2r1k/pp4bp/2n1p1p1/8/N1Q2Bn1/P2B1N2/1P3qPP/R3R1K1 w - - 0 19,-487
r1b2r1k/pp4bp/2n1p1p1/8/N1Q2Bn1/P2B1N2/1P3qPP/R3R2K b - - 1 19,-544
r1b2r1k/1p4bp/p1n1p1p1/8/N1Q2Bn1/P2B1N2/1P3qPP/R3R2K w - - 0 20,164
r1b2r1k/1p4bp/p1n1p1p1/8/N1Q3n1/P2B1NB1/1P3qPP/R3R2K b - - 1 20,177
r1b2r1k/1p4bp/p3p1p1/4n3/N1Q3n1/P2B1NB1/1P3qPP/R3R2K w - - 2 21,497
r1b2r1k/1pQ3bp/p3p1p1/4n3/N5n1/P2B1NB1/1P3qPP/R3R2K b - - 3 21,-272
r1b2r1k/1pQ3bp/p3p1p1/8/N5n1/P2B1nB1/1P3qPP/R3R2K w - - 0 22,-245
r1b2r1k/1pQ3bp/p3p1p1/8/N5n1/P2B1nB1/1P3qPP/R4R1K b - - 1 22,-307
r1b2r1k/1pQ3bp/p3p1p1/8/N2q2n1/P2B1nB1/1P4PP/R4R1K w - - 2 23,-300
r1b2r1k/1pQ3bp/p3p1p1/8/N2q2n1/P2B1PB1/1P5P/R4R1K b - - 0 23,-576
r1b2r1k/1pQ3bp/p3p1p1/8/N5n1/P2q1PB1/1P5P/R4R1K w - - 0 24,-523
r1b2r1k/1pQ3bp/p3p1p1/8/N5n1/P2q1PB1/1P5P/3R1R1K b - - 1 24,-657
r1b2r1k/1pQ3bp/p3p1p1/8/N7/P2q1PB1/1P3n1P/3R1R1K w - - 2 25,-593
r1b2r1k/1pQ3bp/p3p1p1/8/N7/P2q1P2/1P3B1P/3R1R1K b - - 0 25,-742
r1b2r1k/1pQ3bp/p3p1p1/8/N7/P4q2/1P3B1P/3R1R1K w - - 0 26,-556
r1b2r1k/1pQ3bp/p3p1p1/8/N7/P4q2/1P3B1P/3R1RK1 b - - 1 26,-752
r1b2r1k/1pQ3bp/p3p1p1/8/N5q1/P7/1P3B1P/3R1RK1 w - - 2 27,-619
r1b2r1k/1pQ3bp/p3p1p1/8/N5q1/P5B1/1P5P/3R1RK1 b - - 3 27,-592
r1b2r1k/1pQ4p/p3p1p1/8/N2b2q1/P5B1/1P5P/3R1RK1 w - - 4 28,-580
r1b2r1k/1pQ4p/p3p1p1/8/N2b2q1/P5B1/1P5P/3R1R1K b - - 5 28,-2
r1b2r1k/1pQ4p/p3p1p1/8/N2bq3/P5B1/1P5P/3R1R1K w - - 6 29,-1
r4rk1/pp2bppp/1nnqp3/8/3P4/1QN2N2/PP3PPP/R1BR2K1 w - - 4 14,-7
r4rk1/pp2bppp/1nnqp3/3P4/8/1QN2N2/PP3PPP/R1BR2K1 b - - 0 14,-15
r4rk1/pp2bppp/1nnq4/3p4/8/1QN2N2/PP3PPP/R1BR2K1 w - - 0 15,19
r4rk1/pp2bppp/1nnq4/3N4/8/1Q3N2/PP3PPP/R1BR2K1 b - - 0 15,-30
r4rk1/pp2bppp/2nq4/3n4/8/1Q3N2/PP3PPP/R1BR2K1 w - - 0 16,0
r4rk1/pp2bppp/2nq4/3R4/8/1Q3N2/PP3PPP/R1B3K1 b - - 0 16,-30
r4rk1/pp2bppp/2n5/3R4/1q6/1Q3N2/PP3PPP/R1B3K1 w - - 1 17,0
r4rk1/pp2bppp/2n5/3R4/1q6/5N2/PPQ2PPP/R1B3K1 b - - 2 17,-13
3r1rk1/pp2bppp/2n5/3R4/1q6/5N2/PPQ2PPP/R1B3K1 w - - 3 18,0
3r1rk1/pp2bppp/2n5/3R4/1q6/5N2/PPQB1PPP/R5K1 b - - 4 18,-37
3r1rk1/pp2bppp/2n5/3R4/6q1/5N2/PPQB1PPP/R5K1 w - - 5 19,0
3r1rk1/pp2bppp/2n5/3R4/6q1/5N1P/PPQB1PP1/R5K1 b - - 0 19,-11
3r1rk1/pp2bppp/2n3q1/3R4/8/5N1P/PPQB1PP1/R5K1 w - - 1 20,36
3r1rk1/pp2bppp/2n3Q1/3R4/8/5N1P/PP1B1PP1/R5K1 b - - 0 20,-20
3r1rk1/pp2b1pp/2n3p1/3R4/8/5N1P/PP1B1PP1/R5K1 w - - 0 21,27
3R1rk1/pp2b1pp/2n3p1/8/8/5N1P/PP1B1PP1/R5K1 b - - 0 21,0
3r2k1/pp2b1pp/2n3p1/8/8/5N1P/PP1B1PP1/R5K1 w - - 0 22,22
3r2k1/pp2b1pp/2n3p1/8/8/5N1P/PP1B1PP1/R4K2 b - - 1 22,0
3r2k1/pp4pp/2n2bp1/8/8/5N1P/PP1B1PP1/R4K2 w - - 2 23,13
3r2k1/pp4pp/2n2bp1/8/8/5N1P/PP1BKPP1/R7 b - - 3 23,0
3r4/pp3kpp/2n2bp1/8/8/5N1P/PP1BKPP1/R7 w - - 4 24,28
3r4/pp3kpp/2n2bp1/8/8/5N1P/PP1BKPP1/2R5 b - - 5 24,13
8/pp1r1kpp/2n2bp1/8/8/5N1P/PP1BKPP1/2R5 w - - 6 25,50
8/pp1r1kpp/2n2bp1/8/1P6/5N1P/P2BKPP1/2R5 b - - 0 25,0
8/1p1r1kpp/p1n2bp1/8/1P6/5N1P/P2BKPP1/2R5 w - - 0 26,30
8/1p1r1kpp/p1n2bp1/8/PP6/5N1P/3BKPP1/2R5 b - - 0 26,0
8/1p1r1kpp/p4bp1/8/PP1n4/5N1P/3BKPP1/2R5 w - - 1 27,43
8/1p1r1kpp/p4bp1/8/PP1N4/7P/3BKPP1/2R5 b - - 0 27,21
8/1p1r1kpp/p5p1/8/PP1b4/7P/3BKPP1/2R5 w - - 0 28,50
8/1p1r1kpp/p5p1/8/PP1b4/4B2P/4KPP1/2R5 b - - 1 28,13
8/1p1r1kpp/p5p1/4b3/PP6/4B2P/4KPP1/2R5 w - - 2 29,69
8/1p1r1kpp/p5p1/4b3/PP6/4BK1P/5PP1/2R5 b - - 3 29,0
8/1p1r2pp/p3k1p1/4b3/PP6/4BK1P/5PP1/2R5 w - - 4 30,15
8/1p1r2pp/p3k1p1/4b3/PP2K3/4B2P/5PP1/2R5 b - - 5 30,0
8/1p1r2pp/p2bk1p1/8/PP2K3/4B2P/5PP1/2R5 w - - 6 31,57
8/1p1r2pp/p2bk1p1/1P6/P3K3/4B2P/5PP1/2R5 b - - 0 31,0
8/1p1r2pp/3bk1p1/1p6/P3K3/4B2P/5PP1/2R5 w - - 0 32,31
8/1p1r2pp/3bk1p1/1P6/4K3/4B2P/5PP1/2R5 b - - 0 32,17
8/1p3rpp/3bk1p1/1P6/4K3/4B2P/5PP1/2R5 w - - 1 33,58
8/1p3rpp/3bk1p1/1P6/4K1P1/4B2P/5P2/2R5 b - - 0 33,13
8/1p3rpp/3bk3/1P4p1/4K1P1/4B2P/5P2/2R5 w - - 0 34,13
2R5/1p3rpp/3bk3/1P4p1/4K1P1/4B2P/5P2/8 b - - 1 34,0
2R5/1p3rp1/3bk2p/1P4p1/4K1P1/4B2P/5P2/8 w - - 0 35,13
8/1p3rp1/3bk2p/1P4p1/4K1P1/2R1B2P/5P2/8 b - - 1 35,0
8/1p3rp1/4k2p/1P2b1p1/4K1P1/2R1B2P/5P2/8 w - - 2 36,40
2R5/1p3rp1/4k2p/1P2b1p1/4K1P1/4B2P/5P2/8 b - - 3 36,0
8/1p3rp1/4k2p/1PR1b1p1/4K1P1/4B2P/5P2/8 b - - 7 38,4
8/1p3rp1/3bk2p/1PR3p1/4K1P1/4B2P/5P2/8 w - - 8 39,64
8/1p3rp1/3bk2p/1P3Rp1/4K1P1/4B2P/5P2/8 b - - 9 39,21
8/1p3r2/3bk1pp/1P3Rp1/4K1P1/4B2P/5P2/8 w - - 0 40,39
8/1p3R2/3bk1pp/1P4p1/4K1P1/4B2P/5P2/8 b - - 0 40,13
8/1p3k2/3b2pp/1P4p1/4K1P1/4B2P/5P2/8 w - - 0 41,100
8/1p3k2/3b2pp/1P1K2p1/6P1/4B2P/5P2/8 b - - 1 41,43
8/1pb2k2/6pp/1P1K2p1/6P1/4B2P/5P2/8 w - - 2 42,184
8/1pb2k2/6pp/1PBK2p1/6P1/7P/5P2/8 b - - 3 42,0
8/1p3k2/6pp/1PBK2p1/5bP1/7P/5P2/8 w - - 4 43,146
8/1p3k2/3B2pp/1P1K2p1/5bP1/7P/5P2/8 b - - 5 43,101
8/1p3k2/3B2pp/1P1K2p1/6P1/7P/3b1P2/8 w - - 6 44,168
8/1p3k2/6pp/1P1K2p1/6P1/B6P/3b1P2/8 b - - 7 44,70
8/1p3k2/6pp/1P1K2p1/5bP1/B6P/5P2/8 w - - 8 45,161
8/1p3k2/6pp/1P1K2p1/5bP1/7P/1B3P2/8 b - - 9 45,147
8/1p2k3/6pp/1P1K2p1/5bP1/7P/1B3P2/8 w - - 10 46,200
8/1p2k1B1/6pp/1P1K2p1/5bP1/7P/5P2/8 b - - 11 46,195
8/1p2k1B1/6p1/1P1K2pp/5bP1/7P/5P2/8 w - - 0 47,211
8/1p2k3/6p1/1P1K2pp/3B1bP1/7P/5P2/8 b - - 1 47,182
8/1pb1k3/6p1/1P1K2pp/3B2P1/7P/5P2/8 w - - 2 48,190
8/1pb1k3/6p1/1P1K2pp/6P1/4B2P/5P2/8 b - - 3 48,118
8/1pb5/5kp1/1P1K2pp/6P1/4B2P/5P2/8 w - - 4 49,207
8/1pb5/5kp1/1PK3pp/6P1/4B2P/5P2/8 b - - 5 49,50
8/1pb5/6p1/1PK1k1pp/6P1/4B2P/5P2/8 w - - 6 50,72
8/1pb5/6p1/1PK1k1pP/8/4B2P/5P2/8 b - - 0 50,26
8/1pb5/8/1PK1k1pp/8/4B2P/5P2/8 w - - 0 51,83
8/1pb5/8/1PK1k1Bp/8/7P/5P2/8 b - - 0 51,13
8/1pb5/8/1PK2kBp/8/7P/5P2/8 w - - 1 52,174
8/1pb5/8/1PK2k1p/7B/7P/5P2/8 b - - 2 52,28
8/1pb5/4k3/1PK4p/7B/7P/5P2/8 w - - 3 53,242
8/1pb5/4k3/1P5p/3K3B/7P/5P2/8 b - - 4 53,109
8/1pb5/8/1P3k1p/3K3B/7P/5P2/8 w - - 5 54,182
8/1pb5/8/1P1K1k1p/7B/7P/5P2/8 b - - 6 54,161
8/1p6/1b6/1P1K1k1p/7B/7P/5P2/8 w - - 7 55,153
8/1p6/1b6/1P1K1k1p/8/6BP/5P2/8 b - - 8 55,136
3b4/1p6/8/1P1K1k1p/8/6BP/5P2/8 w - - 9 56,184
3b4/1p6/3K4/1P3k1p/8/6BP/5P2/8 b - - 10 56,13
3b4/1p6/3K4/1P3k2/7p/6BP/5P2/8 w - - 0 57,13
3b4/1p6/3K4/1P2Bk2/7p/7P/5P2/8 b - - 1 57,13
8/1p6/1b1K4/1P2Bk2/7p/7P/5P2/8 w - - 2 58,0
8/1p6/1b1K4/1P2Bk2/5P1p/7P/8/8 b - - 0 58,0
8/1p6/3K4/1P2Bk2/5P1p/4b2P/8/8 w - - 1 59,0
8/1pK5/8/1P2Bk2/5P1p/4b2P/8/8 b - - 2 59,0
8/2K5/1p6/1P2Bk2/5P1p/4b2P/8/8 w - - 0 60,652
8/8/1pK5/1P2Bk2/5P1p/4b2P/8/8 b - - 1 60,483
8/8/1pK5/1P2Bk2/5P1p/7P/5b2/8 w - - 2 61,811
8/2B5/1pK5/1P3k2/5P1p/7P/5b2/8 b - - 3 61,696
8/2B5/1pK5/1P3k2/5P1p/4b2P/8/8 w - - 4 62,747
8/8/1BK5/1P3k2/5P1p/4b2P/8/8 b - - 0 62,1674
8/8/1BK5/1P3k2/5b1p/7P/8/8 w - - 0 63,1384
3B4/8/2K5/1P3k2/5b1p/7P/8/8 b - - 1 63,715
3B4/8/2K5/1P3k2/7p/6bP/8/8 w - - 2 64,5881
3B4/8/1PK5/5k2/7p/6bP/8/8 b - - 0 64,5887
3B4/8/1PK5/8/4k2p/6bP/8/8 w - - 1 65,5942
3B4/1P6/2K5/8/4k2p/6bP/8/8 b - - 0 65,5911
3B4/1P6/2K5/8/7p/5kbP/8/8 w - - 1 66,5956
8/1P6/2K5/8/7B/5kbP/8/8 b - - 0 66,5916
8/1P6/2K5/8/7b/5k1P/8/8 w - - 0 67,5956
1Q6/8/2K5/8/7b/5k1P/8/8 b - - 0 67,5961
rn1qk2r/pb2bppp/1p1pp3/3nP3/3P4/2NB1N2/PP2QPPP/R1B2RK1 b kq - 3 10,-40
r2qk2r/pb1nbppp/1p1pp3/3nP3/3P4/2NB1N2/PP2QPPP/R1B2RK1 w kq - 4 11,92
r2qk2r/pb1nbppp/1p1pp3/3nP3/3P4/2NB1N2/PP2QPPP/R1BR2K1 b kq - 5 11,-38
r2qk2r/pb1nbppp/1p1pp3/4P3/3P4/2nB1N2/PP2QPPP/R1BR2K1 w kq - 0 12,8
r2qk2r/pb1nbppp/1p1pp3/4P3/3P4/2PB1N2/P3QPPP/R1BR2K1 b kq - 0 12,-12
r2qk2r/pb1nbppp/1p2p3/4p3/3P4/2PB1N2/P3QPPP/R1BR2K1 w kq - 0 13,0
r2qk2r/pb1nbppp/1p2p3/4N3/3P4/2PB4/P3QPPP/R1BR2K1 b kq - 0 13,-47
r2qk2r/pb2bppp/1p2p3/4n3/3P4/2PB4/P3QPPP/R1BR2K1 w kq - 0 14,45
r2qk2r/pb2bppp/1p2p3/4Q3/3P4/2PB4/P4PPP/R1BR2K1 b kq - 0 14,-48
r2q1rk1/pb2bppp/1p2p3/4Q3/3P4/2PB4/P4PPP/R1BR2K1 w - - 1 15,0
r2q1rk1/pb2bppp/1p2p3/8/3P4/2PB2Q1/P4PPP/R1BR2K1 b - - 2 15,-48
2rq1rk1/pb2bppp/1p2p3/8/3P4/2PB2Q1/P4PPP/R1BR2K1 w - - 3 16,0
2rq1rk1/pb2bppp/1p2p3/8/3P1B2/2PB2Q1/P4PPP/R2R2K1 b - - 4 16,-63
2rq1rk1/pb3ppp/1p2pb2/8/3P1B2/2PB2Q1/P4PPP/R2R2K1 w - - 5 17,0
2rq1rk1/pb3ppp/1p2pb2/8/3P1B2/2PB2Q1/P4PPP/2RR2K1 b - - 6 17,-45
2rq1rk1/pb3p1p/1p2pbp1/8/3P1B2/2PB2Q1/P4PPP/2RR2K1 w - - 0 18,27
2rq1rk1/pb3p1p/1p2pbp1/8/3P1B2/2PB2QP/P4PP1/2RR2K1 b - - 0 18,-12
2r2rk1/pb3p1p/1p2pbp1/3q4/3P1B2/2PB2QP/P4PP1/2RR2K1 w - - 1 19,0
2r2rk1/pb3p1p/1p2pbp1/3q4/2PP1B2/3B2QP/P4PP1/2RR2K1 b - - 0 19,-48
2r2rk1/pb3p1p/1p2pbp1/7q/2PP1B2/3B2QP/P4PP1/2RR2K1 w - - 1 20,14
2r2rk1/pb3p1p/1p2pbp1/7q/2PP1B2/3BQ2P/P4PP1/2RR2K1 b - - 2 20,-14
2rr2k1/pb3p1p/1p2pbp1/7q/2PP1B2/3BQ2P/P4PP1/2RR2K1 w - - 3 21,51
2rr2k1/pb3p1p/1p2pbp1/7q/2PPBB2/4Q2P/P4PP1/2RR2K1 b - - 4 21,-135
2rr2k1/p4p1p/1p2pbp1/7q/2PPbB2/4Q2P/P4PP1/2RR2K1 w - - 0 22,-107
2rr2k1/p4p1p/1p2pbp1/7q/2PPQB2/7P/P4PP1/2RR2K1 b - - 0 22,-254
3r2k1/p4p1p/1p2pbp1/7q/2rPQB2/7P/P4PP1/2RR2K1 w - - 0 23,-220
3r2k1/p4p1p/1p2pbp1/7q/2RPQB2/7P/P4PP1/3R2K1 b - - 0 23,-293
3r2k1/p4p1p/1p2pbp1/8/2RPQB2/7P/P4PP1/3q2K1 w - - 0 24,-269
3r2k1/p4p1p/1p2pbp1/8/2RPQB2/7P/P4PPK/3q4 b - - 1 24,-307
6k1/p4p1p/1p2pbp1/8/2RrQB2/7P/P4PPK/3q4 w - - 0 25,-235
Q5k1/p4p1p/1p2pbp1/8/2Rr1B2/7P/P4PPK/3q4 b - - 1 25,-319
Q7/p4pkp/1p2pbp1/8/2Rr1B2/7P/P4PPK/3q4 w - - 2 26,-280
Q7/p4pkp/1p2pbp1/8/3r1B2/7P/P4PPK/2Rq4 b - - 3 26,-386
Q7/p4pkp/1p2pbp1/8/q2r1B2/7P/P4PPK/2R5 w - - 4 27,-333
Q7/p4pkp/1p2pbp1/8/q2r4/4B2P/P4PPK/2R5 b - - 5 27,-416
Q2r4/p4pkp/1p2pbp1/8/q7/4B2P/P4PPK/2R5 w - - 6 28,-355
3r4/p4pkp/1p2pbp1/8/q7/4BQ1P/P4PPK/2R5 b - - 7 28,-410
3r4/p4pkp/1p2p1p1/4b3/q7/4BQ1P/P4PPK/2R5 w - - 8 29,-383
3r4/p4pkp/1p2p1p1/4b3/q7/4BQPP/P4P1K/2R5 b - - 0 29,-421
3r4/p4pkp/1p2p1p1/4b3/8/4BQPP/q4P1K/2R5 w - - 0 30,-405
3r4/p4pkp/1p2p1p1/4b1B1/8/5QPP/q4P1K/2R5 b - - 1 30,-464
3r4/p4pkp/1p2p1p1/3qb1B1/8/5QPP/5P1K/2R5 w - - 2 31,-412
3r4/p4pkp/1p2p1p1/3qb1B1/8/4Q1PP/5P1K/2R5 b - - 3 31,-445
3r4/p5kp/1p2ppp1/3qb1B1/8/4Q1PP/5P1K/2R5 w - - 0 32,-447
3r4/p5kp/1p2pppB/3qb3/8/4Q1PP/5P1K/2R5 b - - 1 32,-455
3r4/p4k1p/1p2pppB/3qb3/8/4Q1PP/5P1K/2R5 w - - 2 33,-430
3r4/p4k1p/1p2ppp1/3qb3/5B2/4Q1PP/5P1K/2R5 b - - 3 33,-476
3r4/p4k1p/1p2ppp1/3q4/5b2/4Q1PP/5P1K/2R5 w - - 0 34,-403
3r4/p4k1p/1p2ppp1/3q4/5Q2/6PP/5P1K/2R5 b - - 0 34,-438
3r4/p5kp/1p2ppp1/3q4/5Q2/6PP/5P1K/2R5 w - - 1 35,-387
3r4/p1R3kp/1p2ppp1/3q4/5Q2/6PP/5P1K/8 b - - 2 35,-485
8/p1Rr2kp/1p2ppp1/3q4/5Q2/6PP/5P1K/8 w - - 3 36,-471
2R5/p2r2kp/1p2ppp1/3q4/5Q2/6PP/5P1K/8 b - - 4 36,-492
2R5/p2r2kp/1p3pp1/3qp3/5Q2/6PP/5P1K/8 w - - 0 37,-427
2R5/p2r2kp/1p3pp1/3qp3/1Q6/6PP/5P1K/8 b - - 1 37,-472
2R5/p2r2kp/1p1q1pp1/4p3/1Q6/6PP/5P1K/8 w - - 2 38,-257
2R5/p2r2kp/1p1q1pp1/4p3/8/1Q4PP/5P1K/8 b - - 3 38,-478
2Rr4/p5kp/1p1q1pp1/4p3/8/1Q4PP/5P1K/8 w - - 4 39,-433
3r4/p5kp/1p1q1pp1/4p3/8/1Q4PP/2R2P1K/8 b - - 5 39,-487
3r4/6kp/1p1q1pp1/p3p3/8/1Q4PP/2R2P1K/8 w - - 0 40,-441
3r4/6kp/1p1q1pp1/p3p3/8/5QPP/2R2P1K/8 b - - 1 40,-488
3r4/3q2kp/1p3pp1/p3p3/8/5QPP/2R2P1K/8 w - - 2 41,-339
3r4/3q2kp/1pR2pp1/p3p3/8/5QPP/5P1K/8 b - - 3 41,-292
3r4/6kp/1pR2pp1/p3pq2/8/5QPP/5P1K/8 w - - 4 42,-250
3r4/6kp/1pR2pp1/p3pq2/8/4Q1PP/5P1K/8 b - - 5 42,-455
8/3r2kp/1pR2pp1/p3pq2/8/4Q1PP/5P1K/8 w - - 6 43,-252
8/3r2kp/1R3pp1/p3pq2/8/4Q1PP/5P1K/8 b - - 0 43,-302
8/3r2kp/1R3pp1/p3p3/8/3qQ1PP/5P1K/8 w - - 1 44,-292
8/1R1r2kp/5pp1/p3p3/8/3qQ1PP/5P1K/8 b - - 2 44,-303
8/1R1r2kp/5pp1/p2qp3/8/4Q1PP/5P1K/8 w - - 3 45,-243
8/3r2kp/1R3pp1/p2qp3/8/4Q1PP/5P1K/8 b - - 4 45,-385
8/3r2kp/1R3pp1/p3p3/3q4/4Q1PP/5P1K/8 w - - 5 46,-396
8/3r2kp/1R3pp1/p3p3/3Q4/6PP/5P1K/8 b - - 0 46,-713
8/3r2kp/1R3pp1/p7/3p4/6PP/5P1K/8 w - - 0 47,-713
8/3r2kp/1R3pp1/p7/3p4/6PP/5P2/6K1 b - - 1 47,-1298
8/3r2kp/1R3pp1/p7/8/3p2PP/5P2/6K1 w - - 0 48,-1835
8/3r2kp/5pp1/p7/8/3p2PP/5P2/1R4K1 b - - 1 48,-1464
8/3r2kp/5pp1/p7/8/6PP/3p1P2/1R4K1 w - - 0 49,-1840
r3k2r/2qp2pp/b1n1p3/ppbnPp2/7N/2P3P1/PP2QPBP/RNB1R1K1 b kq - 5 13,-112
r4rk1/2qp2pp/b1n1p3/ppbnPp2/7N/2P3P1/PP2QPBP/RNB1R1K1 w - - 6 14,-40
r4rk1/2qp2pp/b1n1p3/ppbnPp2/7N/2P3P1/PP3PBP/RNBQR1K1 b - - 7 14,-488
r4rk1/2qp2pp/b1n1p3/ppbnP3/5p1N/2P3P1/PP3PBP/RNBQR1K1 w - - 0 15,-415
r4rk1/2qp2pp/b1n1p3/ppbnP3/5pPN/2P5/PP3PBP/RNBQR1K1 b - - 0 15,-670
r4rk1/2qp2pp/b1n1p3/ppbnP3/6PN/2P2p2/PP3PBP/RNBQR1K1 w - - 0 16,-369
r4rk1/2qp2pp/b1n1p3/ppbnP3/6P1/2P2N2/PP3PBP/RNBQR1K1 b - - 0 16,-436
r4rk1/2qp2pp/b1n1p3/ppb1P3/5nP1/2P2N2/PP3PBP/RNBQR1K1 w - - 1 17,-216
r4rk1/2qp2pp/b1n1p3/ppb1P3/5BP1/2P2N2/PP3PBP/RN1QR1K1 b - - 0 17,-256
r5k1/2qp2pp/b1n1p3/ppb1P3/5rP1/2P2N2/PP3PBP/RN1QR1K1 w - - 0 18,-228
r5k1/2qp2pp/b1n1p3/ppb1P3/5rP1/2P2N2/PP1N1PBP/R2QR1K1 b - - 1 18,-218
5rk1/2qp2pp/b1n1p3/ppb1P3/5rP1/2P2N2/PP1N1PBP/R2QR1K1 w - - 2 19,-217
5rk1/2qp2pp/b1n1p3/ppb1P3/5rP1/2P2N1P/PP1N1PB1/R2QR1K1 b - - 0 19,-307
5rk1/1bqp2pp/2n1p3/ppb1P3/5rP1/2P2N1P/PP1N1PB1/R2QR1K1 w - - 1 20,-253
5rk1/1bqp2pp/2n1p3/ppb1P3/5rP1/2P2N1P/PP1NQPB1/R3R1K1 b - - 2 20,-369
5rk1/1bqpn1pp/4p3/ppb1P3/5rP1/2P2N1P/PP1NQPB1/R3R1K1 w - - 3 21,-345
5rk1/1bqpn1pp/4p3/ppb1P3/5rP1/2P2N1P/PP1NQPBK/R3R3 b - - 4 21,-462
5rk1/1bqp2pp/4p1n1/ppb1P3/5rP1/2P2N1P/PP1NQPBK/R3R3 w - - 5 22,-401
5rk1/1bqp2pp/4p1n1/ppb1P3/5rP1/2P2N1P/PP1NQPBK/R4R2 b - - 6 22,-869
5rk1/2qp2pp/4p1n1/ppb1P3/5rP1/2P2b1P/PP1NQPBK/R4R2 w - - 0 23,-847
5rk1/2qp2pp/4p1n1/ppb1P3/5rP1/2P2N1P/PP2QPBK/R4R2 b - - 0 23,-857
5rk1/2qp2pp/4p1n1/ppb1P3/6P1/2P2r1P/PP2QPBK/R4R2 w - - 0 24,-823
5rk1/2qp2pp/4p1n1/ppb1P3/6P1/2P2B1P/PP2QP1K/R4R2 b - - 0 24,-892
5rk1/2qp2pp/4p3/ppb1n3/6P1/2P2B1P/PP2QP1K/R4R2 w - - 0 25,-888
r1bqkb1r/pp3ppp/1nn1p3/2ppP3/3P4/1BP2N2/PP3PPP/RNBQ1RK1 b kq - 1 8,64
r1bqkb1r/pp3pp1/1nn1p2p/2ppP3/3P4/1BP2N2/PP3PPP/RNBQ1RK1 w kq - 0 9,129
r1bqkb1r/pp3pp1/1nn1p2p/2ppP3/3P4/1BP1BN2/PP3PPP/RN1Q1RK1 b kq - 1 9,17
r1bqkb1r/pp3pp1/1nn1p2p/3pP3/3p4/1BP1BN2/PP3PPP/RN1Q1RK1 w kq - 0 10,67
r1bqkb1r/pp3pp1/1nn1p2p/3pP3/3P4/1B2BN2/PP3PPP/RN1Q1RK1 b kq - 0 10,0
r1bqkb1r/pp3pp1/1n2p2p/n2pP3/3P4/1B2BN2/PP3PPP/RN1Q1RK1 w kq - 1 11,111
r1bqkb1r/pp3pp1/1n2p2p/n2pP3/3P4/4BN2/PPB2PPP/RN1Q1RK1 b kq - 2 11,47
r2qkb1r/pp1b1pp1/1n2p2p/n2pP3/3P4/4BN2/PPB2PPP/RN1Q1RK1 w kq - 3 12,101
r2qkb1r/pp1b1pp1/1n2p2p/n2pP3/3P4/4BN2/PPBN1PPP/R2Q1RK1 b kq - 4 12,-5
r2qkb1r/pp3pp1/1n2p2p/nb1pP3/3P4/4BN2/PPBN1PPP/R2Q1RK1 w kq - 5 13,61
r2qkb1r/pp3pp1/1n2p2p/nb1pP3/3P4/4BN2/PPBN1PPP/R2QR1K1 b kq - 6 13,-23
2rqkb1r/pp3pp1/1n2p2p/nb1pP3/3P4/4BN2/PPBN1PPP/R2QR1K1 w k - 7 14,35
2rqkb1r/pp3pp1/1n2p2p/nb1pP3/3P4/P3BN2/1PBN1PPP/R2QR1K1 b k - 0 14,0
2rqk2r/pp2bpp1/1n2p2p/nb1pP3/3P4/P3BN2/1PBN1PPP/R2QR1K1 w k - 1 15,114
2rqk2r/pp2bpp1/1n2p2p/nb1pP3/3P4/P3BN2/1PBN1PPP/2RQR1K1 b k - 2 15,-56
2rq1rk1/pp2bpp1/1n2p2p/nb1pP3/3P4/P3BN2/1PBN1PPP/2RQR1K1 w - - 3 16,92
2rq1rk1/pp2bpp1/1n2p2p/nb1pP3/1P1P4/P3BN2/2BN1PPP/2RQR1K1 b - - 0 16,51
2rq1rk1/pp2bpp1/1n2p2p/1b1pP3/1PnP4/P3BN2/2BN1PPP/2RQR1K1 w - - 1 17,83
2rq1rk1/pp2bpp1/1n2p2p/1b1pP3/1PNP4/P3BN2/2B2PPP/2RQR1K1 b - - 0 17,0
2rq1rk1/pp2bpp1/1n2p2p/1b2P3/1PpP4/P3BN2/2B2PPP/2RQR1K1 w - - 0 18,91
2rq1rk1/pp2bpp1/1n2p2p/1b2P3/1PpP4/P3BN2/2B1QPPP/2R1R1K1 b - - 1 18,0
2r2rk1/pp2bpp1/1n2p2p/1b1qP3/1PpP4/P3BN2/2B1QPPP/2R1R1K1 w - - 2 19,69
2r2rk1/pp2bpp1/1n2p2p/1b1qP3/1PpP4/P3BN2/4QPPP/1BR1R1K1 b - - 3 19,0
2r2rk1/pp2bpp1/1n2p2p/3qP3/bPpP4/P3BN2/4QPPP/1BR1R1K1 w - - 4 20,114
2r2rk1/pp2bpp1/1n2p2p/3qP3/bPpP4/P3BN2/3Q1PPP/1BR1R1K1 b - - 5 20,-97
2r2rk1/pp2bpp1/1n2p2p/3qP3/bP1P4/P1p1BN2/3Q1PPP/1BR1R1K1 w - - 0 21,109
